"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"loading/tank/newbie/tip6";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";"It’s not the missile with your name on it; it’s the 4000lb bomb addressed “to whom it may concern” you’ve got to think about.";;
"loading/tank/newbie/tip7";"France is the largest Post-WW2 operator of the Panther tank, maintaining a fleet of 50 Panthers between 1944 to 1952.";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";"To be able to extinguish a fire in a vehicle, you have to research the modification ""FPE"" (Fire Prevention Equipment).";;
"loading/tank/tip8";"Even though the Type 3 Chi-Nu entered mass production in 1944, it was never encountered by Allied forces in the pacific as all Chi-Nu's were allocated to Operation Ketsu-gō.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";"For softer targets it would be best to use HE or HEAT shells.";;
"loading/tank/tip9";"The terms Protective Armor and Helicopter are mutually exclusive.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";"Full calibre AP shells have less penetrating power than APCR or APDS shells, but they do more damage in case of successful penetration.";;
"loading/tank/newbie/tip10";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";"The tough part about being a squad leader is that the members don’t know what they want, but they know for certain what they don’t want.";;
"loading/tank/newbie/tip11";"Remember: Spacing.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";"If the driver is knocked out, the vehicle will not be able to move for a while. Some time is required for replacing them with another crew member.";;
"loading/tank/newbie/tip12";"If it's worth fighting for, it's worth fighting dirty for.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";"Field repair time increases when one or more crew members are unconscious.";;
"loading/tank/newbie/tip13";"Due to how extensively it was operated around the globe, every Tech Tree has at least one Sherman variant available to it.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";"Vehicle fire rate reduces when the Loader is wounded or unconscious.";;
"loading/tank/newbie/tip14";"All-weather Close Air Support doesn’t work in bad weather.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";"To determine a vehicle's weak points, use the armour penetration indicator.";;
"loading/tank/newbie/tip15";"The M3 Grant saw extensive multirole use in WW2, including but not limited to; Medium Tank, Armored Recovery Vehicle, Command Vehicle, Canal Defence Light and uniquely as an improvised naval gun onboard as part of Convoy PQ-17.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";"If you have the ""Artillery Support"" modification installed on your current vehicle, you can call for an artillery strike {{ID_ACTION_BAR_ITEM_5}} in the area indicated on the map.";;
"loading/tank/tip16";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";"The only thing more accurate than incoming enemy fire is incoming friendly fire.";;

"loading/tank/newbie/tip24";"The ARL-44's turret was build in 1947 by welding together armor plates taken from the battleship Dunkerque which was sunk in 1942.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";"The Battle Rating (BR) determines which opponents you can meet while driving this vehicle. The BR is displayed in the stat card and depends on the selected game mode.";;

//navy//
"loading/ship/newbie/tip1";"HMS Dreadnought is the sole Battleship to directly sink a Submarine.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";"Any naval vessel can be stopped by pressing {{ID_SHIP_FULL_STOP}}.";;
"loading/ship/newbie/tip2";"During the Battle of Chumonchin Chan on the 2nd of July 1950, North korea claimed to have sunk the USS Baltimore. Baltimore was mothballed at this time.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";"During combat, switch between groups of primary {{ID_SHIP_WEAPON_PRIMARY}}, secondary {{ID_SHIP_WEAPON_SECONDARY}}, and anti-aircraft {{ID_SHIP_WEAPON_MACHINEGUN}} weapons.";;
