"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"modification/flbc_mk2";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";"FLBC mk.1";;
"modification/flbc_mk2/desc";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";"Allows the installation of additional 1000 lb bombs.";;
"modification/flbc_mk3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";"FLBC mk.3";;
"modification/flbc_mk3/desc";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";"Allows the installation of additional 2000 lb bombs.";;
"modification/fmbc_mk1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";;
"modification/fmbc_mk1/desc";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";;
"modification/fmbc_mk2";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";"FMBC mk.1";;
"modification/fmbc_mk2/desc";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";"Allows the installation of 500 lb bombs.";;
"modification/fn_hmp400_lcc";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";"FN HMP400 LCC / LTC.";;
"modification/fn_hmp400_lcc/desc";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";"Allows the installation of gun pods FN HMP400 LCC and LTC.";;
"modification/fn_hmp400";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";"FN HMP400 LCC";;
"modification/fn_hmp400/desc";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";"Allows the installation of gun pods FN HMP400 LCC";;
"modification/fn_rmp_lc";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";"FN RMP LC / LTC";;
"modification/fn_rmp_lc/desc";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";"Allows the installation of gun pods FN RMP LC and LTC.";;
"modification/fn_rmp";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";"FN RMP LC";;
"modification/fn_rmp/desc";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";"Allows the installation of gun pods FN RMP LC";;
"modification/fr_100_gp_standart";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";"100 GPs";;
"modification/fr_100_gp_standart/desc";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";;
"modification/fr_150kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";"150 kg.";;
"modification/fr_150kg/desc";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";"Allows the installation of 150 kg bombs.";;
"modification/fr_200_gp_standart";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";"200 GPs";;
"modification/fr_200_gp_standart/desc";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";"Allows the installation of 200 kg bombs.";;
"modification/fr_250kg_type_25c";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";"Type 25C";;
"modification/fr_250kg_type_25c/desc";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";;
"modification/fr_400kg_type_21b";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";"Type 21B";;
"modification/fr_400kg_type_21b/desc";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";"Allows the installation of 400 kg bombs.";;
"modification/fr_40cm_1926";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";"1926DA";;
"modification/fr_40cm_1926/desc";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";"Allows the installation of torpedo.";;
"modification/fr_460l_secan_63";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";"Mk2";;
"modification/fr_460l_secan_63/desc";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";"Allows the installation of 460 liter Mk2 fire bombs.";;
"modification/fr_50_dt";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";"50 DT";;
"modification/fr_50_dt/desc";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";"Allows the installation of additional 50 kg bombs.";;
"modification/fr_50kg_type_61c";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";"Type 61C";;
"modification/fr_50kg_type_61c/desc";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";"Allows the installation of 50 kg bombs.";;
"modification/fr_750lb_m117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";"M117";;
"modification/fr_750lb_m117/desc";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";"Allows the installation of 750 lb bombs.";;
"modification/fr_75kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";"75 kg.";;
"modification/fr_75kg/desc";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";"Allows the installation of 75 kg bombs.";;
"modification/fr_aam_shafrir_2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";"Shafrir 2";;
"modification/fr_aam_shafrir_2/desc";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";"Allows the installation of Shafrir 2 air-to-air missiles.";;
"modification/fr_aam_shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";"Shafrir";;
"modification/fr_aam_shafrir/desc";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";"Allows the installation of Shafrir air-to-air missiles.";;
"modification/fr_as_30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";"AS30";;
